,x,
43331,1,"43331 = ""43331: MULT PRECEREB OCCLUS W/ INFARCT (Begin 1993)"""
43400,1,"43400 = ""43400: CEREB THROMBOSIS W/O INFARCT (Begin 1993)"""
4349,1,"4349  = ""4349 : CEREBR ARTERY OCCLUS NOS (End 1993)"""
4359,1,"4359  = ""4359 : TRANS CEREB ISCHEMIA NOS"""
4373,1,"4373  = ""4373 : NONRUPT CEREBRAL ANEURYM"""
4379,1,"4379  = ""4379 : CEREBROVASC DISEASE NOS"""
43811,1,"43811 = ""43811: LATE EFF CVD APHASIA. (Begin 1997)"""
43821,1,"43821 = ""43821: LATE EFF CVD HEMIPLEG DOM (Begin 1997)"""
4387,1,"4387  = ""4387 : DISTURBANCES OF VERSION (Begin 2002)"""
43882,1,"43882 = ""43882: OT LATE EFF CVD DYSPHAGIA (Begin 1997)"""
4401,1,"4401  = ""4401 : RENAL ARTERY ATHEROSCLER"""
4412,1,"4412  = ""4412 : THORACIC AORTIC ANEURYSM"""
4422,1,"4422  = ""4422 : ILIAC ARTERY ANEURYSM"""
44389,1,"44389 = ""44389: PERIPH VASCULAR DIS NEC"""
44489,1,"44489 = ""44489: ARTERIAL EMBOLISM NEC"""
4465,1,"4465  = ""4465 : GIANT CELL ARTERITIS"""
4471,1,"4471  = ""4471 : STRICTURE OF ARTERY"""
4472,1,"4472  = ""4472 : RUPTURE OF ARTERY"""
4476,1,"4476  = ""4476 : ARTERITIS NOS"""
4510,1,"4510  = ""4510 : SUPERFIC PHLEBITIS-LEG"""
45111,1,"45111 = ""45111: FEMORAL VEIN PHLEBITIS"""
4512,1,"4512  = ""4512 : THROMBOPHLEBITIS LEG NOS"""
4532,1,"4532  = ""4532 : VENA CAVA THROMBOSIS"""
45340,1,"45340 = ""45340: DVT/EMBLSM LOWER EXT NOS (Begin 2004)"""
45341,1,"45341 = ""45341: DVT/EMB PROX LOWER EXT (Begin 2004)"""
45342,1,"45342 = ""45342: DVT/EMB DISTAL LOWER EXT (Begin 2004)"""
4539,1,"4539  = ""4539 : VENOUS THROMBOSIS NOS"""
4550,1,"4550  = ""4550 : INT HEMORRHOID W/O COMPL"""
4558,1,"4558  = ""4558 : HEMRRHOID NOS W COMP NEC"""
4590,1,"4590  = ""4590 : HEMORRHAGE NOS"""
4613,1,"4613  = ""4613 : AC SPHENOIDAL SINUSITIS"""
4640,1,"4640  = ""4640 : ACUTE LARYNGITIS (End 2001)"""
4660,1,"4660  = ""4660 : ACUTE BRONCHITIS"""
4721,1,"4721  = ""4721 : CHRONIC PHARYNGITIS"""
47410,1,"47410 = ""47410: HYPERTROPHY T AND A"""
4778,1,"4778  = ""4778 : ALLERGIC RHINITIS NEC"""
47821,1,"47821 = ""47821: CELLULITIS OF PHARYNX"""
47826,1,"47826 = ""47826: CYST PHARYNX/NASOPHARYNX"""
47830,1,"47830 = ""47830: VOCAL CORD PARALYSIS NOS"""
47831,1,"47831 = ""47831: VOCAL PARAL UNILAT PART"""
47834,1,"47834 = ""47834: VOCAL PARAL BILAT TOTAL"""
4785,1,"4785  = ""4785 : VOCAL CORD DISEASE NEC"""
4789,1,"4789  = ""4789 : UPPER RESP DIS NEC/NOS"""
479,1,"0479 = ""0479: OTHER NEUROPLASTY"""
4822,1,"4822  = ""4822 : H.INFLUENZAE PNEUMONIA"""
48230,1,"48230 = ""48230: STREP PNEUMONIA UNSPEC (Begin 1992)"""
4828,1,"4828  = ""4828 : BACTERIAL PNEUMONIA NEC (Begin 1980"
48289,1,"48289 = ""48289: BACT PNEUMONIA NEC (Begin 1992)"""
49,1,"0049 = ""0049: SUPERSAT O2 THERAPY (Begin 2008)"""
4920,1,"4920  = ""4920 : EMPHYSEMATOUS BLEB"""
49300,1,"49300 = ""49300: EXT ASTHMA W/O STAT ASTH"""
49321,1,"49321 = ""49321: CH OB ASTHMA W STAT ASTH (Begin 1989)"""
49322,1,"49322 = ""49322: CH OB ASTHMA W/ACUTE EXACERBATION (Begin 2000)"""
49391,1,"49391 = ""49391: ASTHMA W/ STATUS ASTHMAT"""
494,1,"494   = ""494  : BRONCHIECTASIS (End 2000)"""
500,1,"500   = ""500  : COAL WORKERS PNEUMOCON"""
5081,1,"5081  = ""5081 : CHR PUL MANIF D/T RADIAT"""
5110,1,"5110  = ""5110 : PLEURISY W/O EFFUS OR TB"""
5120,1,"5120  = ""5120 : SPONT TENS PNEUMOTHORAX"""
5128,1,"5128  = ""5128 : SPONT PNEUMOTHORAX NEC"""
5184,1,"5184  = ""5184 : ACUTE LUNG EDEMA NOS"""
51884,1,"51884 = ""51884: AC AND CHR RESP FAILURE (Begin 1998)"""
51901,1,"51901 = ""51901: TRACHEOST INFECTN (Begin 1998)"""
5225,1,"5225  = ""5225 : PERIAPICAL ABSCESS"""
5226,1,"5226  = ""5226 : CHR APICAL PERIODONTITIS"""
5227,1,"5227  = ""5227 : PERIAPICAL ABSC W SINUS"""
5235,1,"5235  = ""5235 : PERIODONTOSIS"""
52460,1,"52460 = ""52460: TMJ DISORDERS NOS (Begin 1991)"""
52540,1,"52540 = ""52540: COMPLETE EDENTULISM NOS (Begin 2005)"""
5259,1,"5259  = ""5259 : DENTAL DISORDER NOS"""
5265,1,"5265  = ""5265 : ALVEOLITIS OF JAW"""
52681,1,"52681 = ""52681: EXOSTOSIS OF JAW"""
5277,1,"5277  = ""5277 : SALIVARY SECRETION DIS"""
5278,1,"5278  = ""5278 : SALIVARY GLAND DIS NEC"""
5286,1,"5286  = ""5286 : LEUKOPLAKIA ORAL MUCOSA"""
5300,1,"5300  = ""5300 : ACHALASIA & CARDIOSPASM"""
53010,1,"53010 = ""53010: ESOPHAGITIS UNSPEC (Begin 1993)"""
5303,1,"5303  = ""5303 : ESOPHAGEAL STRICTURE"""
5306,1,"5306  = ""5306 : ACQ ESOPHAG DIVERTICULUM"""
53150,1,"53150 = ""53150: CHR STOMACH ULCER W PERF"""
53190,1,"53190 = ""53190: STOMACH ULCER NOS"""
5320,1,#N/A
5350,1,"5350  = ""5350 : ACUTE GASTRITIS (Begin 1980"
53500,1,"53500 = ""53500: ACUTE GASTRTIS W/O HMRHG (Begin 1991)"""
53510,1,"53510 = ""53510: ATRPH GASTRTIS W/O HMRHG (Begin 1991)"""
53540,1,"53540 = ""53540: OTH SPF GSTRT W/O HMRHG (Begin 1991)"""
53560,1,"53560 = ""53560: DUODENITIS W/O HMRHG (Begin 1991)"""
5363,1,"5363  = ""5363 : GASTROPARESIS (Begin 1994)"""
53649,1,"53649 = ""53649: GASTROST COMPL OTH (Begin 1998)"""
5370,1,"5370  = ""5370 : ACQ PYLORIC STENOSIS"""
53789,1,"53789 = ""53789: GASTRODUODENAL DIS NEC"""
5523,1,"5523  = ""5523 : DIAPHRAGM HERNIA W OBSTR"""
55320,1,"55320 = ""55320: VENTRAL HERNIA NOS"""
55321,1,"55321 = ""55321: INCISIONAL HERNIA"""
5559,1,"5559  = ""5559 : REGIONAL ENTERITIS NOS"""
5570,1,"5570  = ""5570 : AC VASC INSUFF INTESTINE"""
5571,1,"5571  = ""5571 : CHR VASC INSUFF INTEST"""
56409,1,"56409 = ""56409: OTHER CONSTIPATION (Begin 2001)"""
5642,1,"5642  = ""5642 : POSTGASTRIC SURGERY SYND"""
5650,1,"5650  = ""5650 : ANAL FISSURE"""
5672,1,"5672  = ""5672 : SUPPURAT PERITONITIS NEC (End 2005)"""
56729,1,"56729 = ""56729: SUPPURAT PERITONITIS NEC (Begin 2005)"""
56889,1,"56889 = ""56889: PERITONEAL DISORDER NEC"""
5695,1,"5695  = ""5695 : INTESTINAL ABSCESS"""
56983,1,"56983 = ""56983: PERFORATION OF INTESTINE"""
56989,1,"56989 = ""56989: INTESTINAL DISORDERS NEC"""
5713,1,"5713  = ""5713 : ALCOHOL LIVER DAMAGE UNSPEC"""
57142,1,"57142 = ""57142: AUTOIMMUNE HEPATITIS (Begin 2008)"""
5728,1,"5728  = ""5728 : OTH SEQUELA- CHR LIV DIS"""
5738,1,"5738  = ""5738 : LIVER DISORDERS NEC"""
57411,1,"57411 = ""57411: CHOLELITH/GB INF NEC-OBS"""
5758,1,"5758  = ""5758 : DIS OF GALLBLADDER NEC"""
5759,1,"5759  = ""5759 : DIS OF GALLBLADDER NOS"""
5778,1,"5778  = ""5778 : PANCREATIC DISEASE NEC"""
5790,1,"5790  = ""5790 : CELIAC DISEASE"""
5793,1,"5793  = ""5793 : INTEST POSTOP NONABSORB"""
5809,1,"5809  = ""5809 : ACUTE NEPHRITIS NOS"""
5831,1,"5831  = ""5831 : MEMBRANOUS NEPHRITIS NOS"""
5839,1,"5839  = ""5839 : NEPHRITIS NOS"""
5848,1,"5848  = ""5848 : AC RENAL FAILURE NEC"""
5854,1,"5854  = ""5854 : CHR KIDNEY DIS STAGE IV (Begin 2005)"""
5855,1,"5855  = ""5855 : CHRON KIDNEY DIS STAGE V (Begin 2005)"""
586,1,"586   = ""586  : RENAL FAILURE NOS"""
5888,1,"5888  = ""5888 : IMPAIRED RENAL FUNCT NEC (End 2004)"""
5934,1,"5934  = ""5934 : URETERIC OBSTRUCTION NEC"""
59381,1,"59381 = ""59381: RENAL VASCULAR DISORDER"""
59389,1,"59389 = ""59389: RENAL & URETERAL DIS NEC"""
59659,1,"59659 = ""59659: OTHER FUNC DISORDER BLADD (Begin 1992)"""
5968,1,"5968  = ""5968 : BLADDER DISORDER NEC"""
5982,1,"5982  = ""5982 : POSTOP URETHRAL STRICTUR"""
5988,1,"5988  = ""5988 : URETHRAL STRICTURE NEC"""
59970,1,"59970 = ""59970: HEMATURIA NOS (Begin 2008)"""
6009,1,"6009  = ""6009 : HYPERPLASIA OF PROSTATE- UNSPECIFIED (Begin 2000"
60091,1,"60091 = ""60091: HYPERPLASIA OF PROSTATE- UNSPECIFIED- WITH UR (Begin 2003)"""
605,1,"605   = ""605  : REDUN PREPUCE & PHIMOSIS"""
60785,1,"60785 = ""60785: PEYRONIES DISEASE (Begin 2003)"""
6111,1,"6111  = ""6111 : HYPERTROPHY OF BREAST"""
6118,1,"6118  = ""6118 : BREAST DISORDERS NEC (end 2008)"""
61610,1,"61610 = ""61610: VAGINITIS NOS"""
6231,1,"6231  = ""6231 : LEUKOPLAKIA OF VAGINA"""
632,1,"632   = ""632  : MISSED ABORTION"""
63592,1,"63592 = ""63592: LEGAL ABORT UNCOMPL-COMP"""
64890,1,"64890 = ""64890: OTH CURR COND PREG-UNSP"""
6800,1,"6800  = ""6800 : CARBUNCLE OF FACE"""
6804,1,"6804  = ""6804 : CARBUNCLE OF HAND"""
6822,1,"6822  = ""6822 : CELLULITIS OF TRUNK"""
6827,1,"6827  = ""6827 : CELLULITIS OF FOOT"""
6828,1,"6828  = ""6828 : CELLULITIS- SITE NEC"""
6910,1,"6910  = ""6910 : DIAPER OR NAPKIN RASH"""
69271,1,"69271 = ""69271: SUNBURN"""
69289,1,"69289 = ""69289: DERMATITIS NEC"""
6953,1,"6953  = ""6953 : ROSACEA"""
6954,1,"6954  = ""6954 : LUPUS ERYTHEMATOSUS"""
69589,1,"69589 = ""69589: ERYTHEMATOUS COND NEC"""
6983,1,"6983  = ""6983 : LICHENIFICATION"""
7015,1,"7015  = ""7015 : ABNORMAL GRANULATION NEC"""
702,1,"702   = ""702  : OTHER DERMATOSES (Begin 1980"
70409,1,"70409 = ""70409: ALOPECIA NEC"""
70700,1,"70700 = ""70700: DECUBITUS ULCER SITE NOS (Begin 2004)"""
70714,1,"70714 = ""70714: ULCER OF HEEL & MIDFOOT (Begin 2000)"""
7078,1,"7078  = ""7078 : CHRONIC SKIN ULCER NEC"""
7080,1,"7080  = ""7080 : ALLERGIC URTICARIA"""
7089,1,"7089  = ""7089 : URTICARIA NOS"""
7093,1,"7093  = ""7093 : DEGENERATIVE SKIN DISORD"""
7101,1,"7101  = ""7101 : SYSTEMIC SCLEROSIS"""
7102,1,"7102  = ""7102 : SICCA SYNDROME"""
71481,1,"71481 = ""71481: RHEUMATOID LUNG"""
71509,1,"71509 = ""71509: GENERAL OSTEOARTHROSIS"""
71536,1,"71536 = ""71536: LOC OSTEOARTH NOS-L/LEG"""
71591,1,"71591 = ""71591: OSTEOARTHROS NOS-SHLDER"""
71595,1,"71595 = ""71595: OSTEOARTHROS NOS-PELVIS"""
71598,1,"71598 = ""71598: OSTEOARTHRO NOS-OTH SITE"""
71650,1,"71650 = ""71650: POLYARTHRITIS NOS-UNSPEC"""
71691,1,"71691 = ""71691: ARTHROPATHY NOS-SHLDER"""
71695,1,"71695 = ""71695: ARTHROPATHY NOS-PELVIS"""
71897,1,"71897 = ""71897: JT DERANGEMENT NOS-ANKLE"""
71906,1,"71906 = ""71906: JOINT EFFUSION-L/LEG"""
71945,1,"71945 = ""71945: JOINT PAIN-PELVIS"""
71946,1,"71946 = ""71946: JOINT PAIN-L/LEG"""
7212,1,"7212  = ""7212 : THORACIC SPONDYLOSIS"""
7213,1,"7213  = ""7213 : LUMBOSACRAL SPONDYLOSIS"""
7231,1,"7231  = ""7231 : CERVICALGIA"""
7235,1,"7235  = ""7235 : TORTICOLLIS NOS"""
7243,1,"7243  = ""7243 : SCIATICA"""
7244,1,"7244  = ""7244 : LUMBOSACRAL NEURITIS NOS"""
7248,1,"7248  = ""7248 : OTHER BACK SYMPTOMS"""
72610,1,"72610 = ""72610: ROTATOR CUFF SYND NOS"""
72709,1,"72709 = ""72709: SYNOVITIS NEC"""
7283,1,"7283  = ""7283 : MUSCLE DISORDERS NEC"""
7289,1,"7289  = ""7289 : MUSCLE/LIGAMENT DIS NOS"""
7290,1,"7290  = ""7290 : RHEUMATISM NOS"""
7292,1,"7292  = ""7292 : NEURALGIA/NEURITIS NOS"""
72982,1,"72982 = ""72982: CRAMP IN LIMB"""
7313,1,"7313  = ""7313 : MAJOR OSSEOUS DEFECTS (Begin 2006)"""
73309,1,"73309 = ""73309: OSTEOPOROSIS NEC"""
7331,1,"7331  = ""7331 : PATHOLOGICAL FRACTURE (End 1993)"""
73329,1,"73329 = ""73329: BONE CYST NEC"""
7333,1,"7333  = ""7333 : HYPEROSTOSIS OF SKULL"""
73340,1,"73340 = ""73340: ASEPT NECROSIS BONE NOS"""
73710,1,"73710 = ""73710: KYPHOSIS NOS"""
7384,1,"7384  = ""7384 : ACQ SPONDYLOLISTHESIS"""
7391,1,"7391  = ""7391 : SOMAT DYSFUNC CERVIC REG"""
7420,1,"07420 = ""07420: COXSACKIE CARDITIS NOS"""
7421,1,"07421 = ""07421: COXSACKIE PERICARDITIS"""
74259,1,"74259 = ""74259: SPINAL CORD ANOMALY NEC"""
7455,1,"7455  = ""7455 : SECUNDUM ATRIAL SEPT DEF"""
7462,1,"7462  = ""7462 : EBSTEIN-s ANOMALY"""
74769,1,"74769 = ""74769: OTH SPEC PERIPH VASCULAR ANOM (Begin 1993)"""
74781,1,"74781 = ""74781: CEREBROVASCULAR ANOMALY"""
7481,1,"7481  = ""7481 : NOSE ANOMALY NEC"""
74900,1,"74900 = ""74900: CLEFT PALATE NOS"""
7514,1,"7514  = ""7514 : INTESTINAL FIXATION ANOM"""
7531,1,"7531  = ""7531 : CYSTIC KIDNEY DISEASE (Begin 1980"
75312,1,"75312 = ""75312: POLYCYSTIC KIDNEY NOS (Begin 1990)"""
7560,1,"7560  = ""7560 : ANOMAL SKULL/FACE BONES"""
75619,1,"75619 = ""75619: ANOMALY OF SPINE NEC"""
75982,1,"75982 = ""75982: MARFAN SYNDROME (Begin 1989)"""
7800,1,"7800  = ""7800 : COMA AND STUPOR (Begin 1980"
78002,1,"78002 = ""78002: TRANSIENT ALTER AWARENESS (Begin 1992)"""
78053,1,"78053 = ""78053: HYPERSOMNI W SLEEP APNEA"""
78060,1,"78060 = ""78060: FEVER NOS (Begin 2008)"""
7807,1,"7807  = ""7807 : MALAISE AND FATIGUE (End 1998)"""
78093,1,"78093 = ""78093: MEMORY LOSS (Begin 2003)"""
781,1,"0781  = ""0781 : VIRAL WARTS (End 1993)"""
7813,1,"7813  = ""7813 : LACK OF COORDINATION"""
78199,1,"78199 = ""78199: OTHER SYMPTOMS-MUSCULOSKEL (Begin 2000)"""
7827,1,"7827  = ""7827 : SPONTANEOUS ECCHYMOSES"""
7833,1,"7833  = ""7833 : FEEDING PROBLEM"""
78340,1,"78340 = ""78340: LACK NORM PHYSIOL DEVELOP UNSPEC (Begin 2000)"""
7835,1,"7835  = ""7835 : POLYDIPSIA"""
78449,1,"78449 = ""78449: VOICE DISTURBANCE NEC"""
7848,1,"7848  = ""7848 : HEMORRHAGE FROM THROAT"""
7851,1,"7851  = ""7851 : PALPITATIONS"""
78551,1,"78551 = ""78551: CARDIOGENIC SHOCK"""
78559,1,"78559 = ""78559: SHOCK W/O TRAUMA NEC"""
7861,1,"7861  = ""7861 : STRIDOR"""
78651,1,"78651 = ""78651: PRECORDIAL PAIN"""
78652,1,"78652 = ""78652: PAINFUL RESPIRATION"""
7868,1,"7868  = ""7868 : HICCOUGH"""
7871,1,"7871  = ""7871 : HEARTBURN"""
78722,1,"78722 = ""78722: DYSPHAGIA"
7873,1,"7873  = ""7873 : FLATUL/ERUCTAT/GAS PAIN"""
7876,1,"7876  = ""7876 : INCONTINENCE OF FECES"""
7881,1,"07881 = ""07881: EPIDEMIC VERTIGO"""
78821,1,"78821 = ""78821: INCOMPLETE BLADDER EMPTYING (Begin 1993)"""
7883,1,"7883  = ""7883 : INCONTINENCE OF URINE (Begin 1980"
78831,1,"78831 = ""78831: URGE INCONTINENCE (Begin 1992)"""
78839,1,"78839 = ""78839: URINARY INCONTIN NEC (Begin 1992)"""
78842,1,"78842 = ""78842: POLYURIA (Begin 1993)"""
7885,1,"7885  = ""7885 : OLIGURIA & ANURIA"""
78869,1,"78869 = ""78869: OTH ABNORM OF URINATION (Begin 1993)"""
7889,1,"07889 = ""07889: VIRAL DISEASE NEC"""
7893,1,"7893  = ""7893 : ABDOM/PELVIC SWELLNG NEC (End 1994)"""
78937,1,"78937 = ""78937: ABDOM MASS GENERALIZED (Begin 1994)"""
79001,1,"79001 = ""79001: PRECIPITOUS DROP IN HEMATOCRIT (Begin 2000)"""
79091,1,"79091 = ""79091: ABN ART BLOOD GASES (Begin 1993)"""
7910,1,"7910  = ""7910 : PROTEINURIA"""
7921,1,"7921  = ""7921 : ABN FIND-STOOL CONTENTS"""
7963,1,"7963  = ""7963 : LOW BLOOD PRESS READING"""
7964,1,"7964  = ""7964 : ABN CLINICAL FINDING NEC"""
7992,1,"7992  = ""7992 : SIGNS AND SYMPTOMS INVOLVING EMOTIONAL STATE (Begin 2009)"""
8020,1,"8020  = ""8020 : NASAL BONE FX-CLOSED"""
80222,1,"80222 = ""80222: SUBCONDYLAR FX MANDIB-CL"""
8024,1,"8024  = ""8024 : FX MALAR/MAXILLARY-CLOSE"""
80709,1,"80709 = ""80709: FX MULT RIBS NOS-CLOSED"""
82003,1,"82003 = ""82003: FX BASE FEMORAL NCK-CLOS"""
83500,1,"83500 = ""83500: DISLOCAT HIP NOS-CLOSED"""
8472,1,"8472  = ""8472 : SPRAIN LUMBAR REGION"""
86403,1,"86403 = ""86403: LIVER LACERATION- MOD"""
8710,1,"8710  = ""8710 : OCULAR LAC W/O PROLAPSE"""
8714,1,"8714  = ""8714 : LACERATION OF EYE NOS"""
9050,1,"9050  = ""9050 : LATE EFFEC SKULL/FACE FX"""
9212,1,"9212  = ""9212 : CONTUSION ORBITAL TISSUE"""
92311,1,"92311 = ""92311: CONTUSION OF ELBOW"""
932,1,"932   = ""932  : FOREIGN BODY IN NOSE"""
9330,1,"9330  = ""9330 : FOREIGN BODY IN PHARYNX"""
9331,1,"9331  = ""9331 : FOREIGN BODY IN LARYNX"""
9341,1,"9341  = ""9341 : FOREIGN BODY BRONCHUS"""
9349,1,"9349  = ""9349 : FB RESPIRATORY TREE NOS"""
94522,1,"94522 = ""94522: 2ND DEG BURN FOOT"""
94800,1,"94800 = ""94800: BDY BRN < 10%/3D DEG NOS"""
9553,1,"9553  = ""9553 : INJURY RADIAL NERVE"""
9580,1,"9580  = ""9580 : AIR EMBOLISM"""
95909,1,"95909 = ""95909: INJURY OF FACE AND NECK (Begin 1997)"""
990,1,"0990  = ""0990 : CHANCROID"""
9954,1,"09954 = ""09954: CHLAMYDIA-OTHER GU (Begin 1992)"""
99651,1,"99651 = ""99651: CORNEAL GRFT MALFUNCTION (Begin 1987)"""
99653,1,"99653 = ""99653: LENS PROSTHESIS MALFUNC (Begin 1987)"""
99660,1,"99660 = ""99660: REACTION-UNSP DEVIC/GRFT (Begin 1989)"""
99675,1,"99675 = ""99675: COMP-NERV SYS DEV/GRAFT (Begin 1989)"""
99676,1,"99676 = ""99676: COMP-GENITOURIN DEV/GRFT (Begin 1989)"""
99731,1,"99731 = ""99731: VENTLTR ASSOC PNEUMONIA (Begin 2008)"""
99739,1,"99739 = ""99739: RESPIRATORY COMP NEC (Begin 2008)"""
99830,1,"99830 = ""99830: WOUND DISRUPTION NOS (Begin 2008)"""
9984,1,"9984  = ""9984 : FB LEFT DURING PROCEDURE"""
9999,1,"9999  = ""9999 : COMPLIC MED CARE NEC/NOS"""
E8199,1,"E8199 = ""E8199: TRAFFIC ACC NOS-PERS NOS"""
E8490,1,"E8490 = ""E8490: ACCIDENT IN HOME"""
E8499,1,"E8499 = ""E8499: ACCIDENT IN PLACE NOS"""
E8708,1,"E8708 = ""E8708: ACC CUT IN MED CARE NEC"""
E8769,1,"E8769 = ""E8769: MEDICAL MISADVENTURE NOS"""
E8792,1,"E8792 = ""E8792: ABN REACT-RADIOTHERAPY"""
E8796,1,"E8796 = ""E8796: ABN REACT-URINARY CATH"""
E8799,1,"E8799 = ""E8799: ABN REACT-PROCEDURE NOS"""
E8889,1,"E8889 = ""E8889: FALL NOS (Begin 2001)"""
E9248,1,"E9248 = ""E9248: HOT SUBSTANCE ACCID NEC"""
E9288,1,"E9288 = ""E9288: ACCIDENT NEC"""
E9300,1,"E9300 = ""E9300: ADV EFF PENICILLINS"""
E9301,1,"E9301 = ""E9301: ADV EFF ANTIFUNG ANTBIOT"""
E9309,1,"E9309 = ""E9309: ADV EFF ANTIBIOTIC NOS"""
E9358,1,"E9358 = ""E9358: ADV EFF ANALGESICS NEC"""
E9382,1,"E9382 = ""E9382: ADV EFF GAS ANESTHET NEC"""
E9384,1,"E9384 = ""E9384: ADV EFF GEN ANES NEC/NOS"""
E9453,1,"E9453 = ""E9453: ADV EFF MUSC AGT NEC/NOS"""
E9478,1,"E9478 = ""E9478: ADV EFF MEDICINAL NEC"""
E9479,1,"E9479 = ""E9479: ADV EFF MEDICINAL NOS"""
V017 ,1,#N/A
V0259,1,"V0259 = ""V0259: CARRIER OTH SPEC BACT DX (Begin 1998)"""
V048 ,1,#N/A
V066 ,1,#N/A
V1003,1,"V1003 = ""V1003: HX-ESOPHAGEAL MALIGNANCY"""
V1006,1,"V1006 = ""V1006: HX-RECTAL & ANAL MALIGN"""
V1012,1,"V1012 = ""V1012: HX-TRACHEAL MALIGNANCY"""
V1059,1,"V1059 = ""V1059: HX-URINARY MALIGNAN NEC"""
V1060,1,"V1060 = ""V1060: HX OF LEUKEMIA NOS"""
V122 ,1,#N/A
V124 ,1,#N/A
V1242,1,"V1242 = ""V1242: PERSONL HX INFECTION CNS (Begin 2005)"""
V1249,1,"V1249 = ""V1249: PERS HX OT DIS NERV SYS (Begin 1997)"""
V1252,1,"V1252 = ""V1252: HX-THROMBOPHLEBITIS (Begin 1995)"""
V1302,1,"V1302 = ""V1302: PERSONAL HISTORY UTI (Begin 2005)"""
V1501,1,"V1501 = ""V1501: ALLERGY TO PEANUTS (Begin 2000)"""
V1504,1,"V1504 = ""V1504: ALLERGY TO SEAFOOD (Begin 2000)"""
V1505,1,"V1505 = ""V1505: ALLERGY TO OTHER FOODS (Begin 2000)"""
V1507,1,"V1507 = ""V1507: ALLERGY TO LATEX (Begin 2000)"""
V152 ,1,#N/A
V1559,1,"V1559 = ""V1559: HX INJURY NEC (Begin 2008)"""
V162 ,1,#N/A
V171 ,1,#N/A
V1749,1,"V1749 = ""V1749: FAM HX-CARDIOVAS DIS NEC (Begin 2007)"""
V180 ,1,#N/A
V198 ,1,#N/A
V221 ,1,#N/A
V434 ,1,#N/A
V442 ,1,#N/A
V444 ,1,#N/A
V452 ,1,#N/A
V453 ,1,#N/A
V4572,1,"V4572 = ""V4572: ACQUIRED ABSENCE INTESTINE (Begin 1997)"""
V4586,1,"V4586 = ""V4586: BARIATRIC SURGERY STATUS (Begin 2006)"""
V4961,1,"V4961 = ""V4961: AMPUTATION STATUS - THUMB (Begin 1994)"""
V4962,1,"V4962 = ""V4962: AMPUTATION STATUS - OTH FINGER (Begin 1994)"""
V571 ,1,#N/A
V573 ,1,#N/A
V581 ,1,#N/A
V5842,1,"V5842 = ""V5842: AFTERCARE FLLWNG SURG FOR NEOPLASM (Begin 2002)"""
V5863,1,"V5863 = ""V5863: LONG-TERM (CURRENT) USE OF ANTIPLATELET/ANTIT (Begin 2003)"""
V589 ,1,#N/A
V603 ,1,#N/A
V618 ,1,#N/A
V6406,1,"V6406 = ""V6406: NO VACCINATION-PT REFUSE (Begin 2005)"""
V6549,1,"V6549 = ""V6549: OTHER COUNSELING NEC (Begin 1994)"""
V6889,1,"V6889 = ""V6889: ADMINISTRTVE ENCOUNT NEC"""
V7283,1,"V7283 = ""V7283: OTH SPEC PRE-OP EXAM (Begin 1993)"""
V7284,1,"V7284 = ""V7284: UNSPEC PRE-OP EXAMINATION (Begin 1993)"""
V8521,1,"V8521 = ""V8521: BMI 25.0-25.9 (Begin 2005)"""
V8522,1,"V8522 = ""V8522: BMI 26.0-26.9 (Begin 2005)"""
V8523,1,"V8523 = ""V8523: BMI 27.0-27.9 (Begin 2005)"""
V8534,1,"V8534 = ""V8534: BMI 34.0-34.9 (Begin 2005)"""
V8536,1,"V8536 = ""V8536: BMI 36.0-36.9 (Begin 2005)"""
